PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.CV,PG.Qvalue,PG.MolecularWeight,control_detected_samples,control_detection_rate,low_detected_samples,low_detection_rate,high_detected_samples,high_detection_rate
Q8WVN8,UBE2Q2,Ubiquitin-conjugating enzyme E2 Q2,UB2Q2_HUMAN,1.497685205610756,0.0073810825587752,42818.28,131,0.8562091503267973,170,0.9139784946236559,153,0.8693181818181818
Q8WVV4,POF1B,Protein POF1B,POF1B_HUMAN,1.680634007322293,0.0016233766233766,68065.05,131,0.8562091503267973,157,0.8440860215053764,142,0.8068181818181818
Q8WW22,DNAJA4,DnaJ homolog subfamily A member 4,DNJA4_HUMAN,0.8207846646308209,0.006765899864682,44797.69,82,0.5359477124183006,97,0.521505376344086,92,0.5227272727272727
Q8WWA0,ITLN1,Intelectin-1,ITLN1_HUMAN,0.6578214689914593,0.0016233766233766,34961.67,153,1.0,186,1.0,176,1.0
Q8WWV6,FCAMR,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,FCAMR_HUMAN,0.7240294106841096,0.0055467511885895,57143.72,153,1.0,186,1.0,175,0.9943181818181818
Q8WWZ8,OIT3,Oncoprotein-induced transcript 3 protein,OIT3_HUMAN,1.061528006972874,0.0040983606557377,60021.83,153,1.0,186,1.0,176,1.0
Q8WXI7,MUC16,Mucin-16,MUC16_HUMAN,0.8861213720688748,0.0072727272727272,1519174.71,129,0.8431372549019608,152,0.8172043010752689,137,0.7784090909090909
Q8WXX5,DNAJC9,DnaJ homolog subfamily C member 9,DNJC9_HUMAN,1.194478842896441,0.0072727272727272,29909.71,92,0.6013071895424836,100,0.5376344086021505,98,0.5568181818181818
Q8WZ42,TTN,Titin,TITIN_HUMAN,0.8751691285883606,0.0040983606557377,3816030.05,153,1.0,186,1.0,174,0.9886363636363636
Q8WZA0,LZIC,Protein LZIC,LZIC_HUMAN,1.166206761370393,0.0073810825587752,21494.52,88,0.5751633986928104,112,0.6021505376344086,99,0.5625
Q8WZA1,POMGNT1,"Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1",PMGT1_HUMAN,0.6148573612501851,0.0073810825587752,75251.95,86,0.5620915032679739,121,0.6505376344086021,98,0.5568181818181818
Q92187,ST8SIA4,"CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase",SIA8D_HUMAN,0.4715390109749051,0.0016233766233766,41294.98,153,1.0,186,1.0,176,1.0
Q92496,CFHR4,Complement factor H-related protein 4,FHR4_HUMAN,0.8790546217541146,0.0072727272727272,65350.76,144,0.9411764705882353,178,0.956989247311828,162,0.9204545454545454
Q92520,FAM3C,Protein FAM3C,FAM3C_HUMAN,0.6756227351997285,0.0058910162002945,24680.46,104,0.6797385620915033,134,0.7204301075268817,120,0.6818181818181818
Q92526,CCT6B,Probable T-complex protein 1 subunit zeta-2,TCPW_HUMAN,0.913619083660793,0.0073810825587752,57821.42,110,0.7189542483660131,130,0.6989247311827957,122,0.6931818181818182
Q92530,PSMF1,Proteasome inhibitor PI31 subunit,PSMF1_HUMAN,0.8251802641871333,0.0073810825587752,29816.73,127,0.8300653594771242,161,0.8655913978494624,140,0.7954545454545454
Q92563,SPOCK2,Testican-2,TICN2_HUMAN,0.5912957539296727,0.006765899864682,46779.11,145,0.9477124183006536,178,0.956989247311828,159,0.9034090909090909
Q92614,MYO18A,Unconventional myosin-XVIIIa,MY18A_HUMAN,2.334239395055678,0.0040983606557377,233115.06,124,0.8104575163398693,162,0.8709677419354839,142,0.8068181818181818
Q92616,GCN1,Stalled ribosome sensor GCN1,GCN1_HUMAN,1.19418401939148,0.0073810825587752,292710.14,109,0.7124183006535948,123,0.6612903225806451,113,0.6420454545454546
Q92619,ARHGAP45,Rho GTPase-activating protein 45,HMHA1_HUMAN,1.762076417850381,0.0040983606557377,124614.28,112,0.7320261437908496,123,0.6612903225806451,118,0.6704545454545454
Q92673,SORL1,Sortilin-related receptor,SORL_HUMAN,0.8244807365032704,0.0073810825587752,248426.37,99,0.6470588235294118,121,0.6505376344086021,103,0.5852272727272727
Q92688,ANP32B,Acidic leucine-rich nuclear phosphoprotein 32 family member B,AN32B_HUMAN,0.7802279729796904,0.0040983606557377,28787.72,150,0.9803921568627451,179,0.9623655913978495,164,0.9318181818181818
Q92696,RABGGTA,Geranylgeranyl transferase type-2 subunit alpha,PGTA_HUMAN,0.5847609801305641,0.0040983606557377,65071.77,143,0.934640522875817,169,0.9086021505376344,162,0.9204545454545454
Q92734,TFG,Protein TFG,TFG_HUMAN,1.575893420146525,0.0073810825587752,43447.94,89,0.5816993464052288,111,0.5967741935483871,89,0.5056818181818182
Q92743,HTRA1,Serine protease HTRA1,HTRA1_HUMAN,0.5208220949034943,0.0016233766233766,51286.95,153,1.0,186,1.0,176,1.0
Q92752,TNR,Tenascin-R,TENR_HUMAN,0.6811479731932074,0.0016233766233766,149561.95,150,0.9803921568627451,177,0.9516129032258065,163,0.9261363636363636
Q92765,FRZB,Secreted frizzled-related protein 3,SFRP3_HUMAN,0.6497029390609342,0.0072727272727272,36253.99,135,0.8823529411764706,167,0.8978494623655914,142,0.8068181818181818
Q92820,GGH,Gamma-glutamyl hydrolase,GGH_HUMAN,0.8182626339435191,0.0040983606557377,35964.37,148,0.9673202614379085,184,0.989247311827957,168,0.9545454545454546
Q92823,NRCAM,Neuronal cell adhesion molecule,NRCAM_HUMAN,0.6607635038320689,0.0040983606557377,143889.73,153,1.0,186,1.0,176,1.0
Q92859,NEO1,Neogenin,NEO1_HUMAN,0.5185900434413663,0.0016233766233766,160016.54,153,1.0,186,1.0,176,1.0
Q92882,OSTF1,Osteoclast-stimulating factor 1,OSTF1_HUMAN,1.438377051276494,0.0073810825587752,23786.81,124,0.8104575163398693,152,0.8172043010752689,129,0.7329545454545454
Q92930,RAB8B,Ras-related protein Rab-8B,RAB8B_HUMAN,0.7055320874724124,0.0072727272727272,23584.09,121,0.7908496732026143,166,0.8924731182795699,145,0.8238636363636364
Q92954,PRG4,Proteoglycan 4,PRG4_HUMAN,0.6645115718428073,0.0016233766233766,151061.05,153,1.0,186,1.0,176,1.0
Q92973,TNPO1,Transportin-1,TNPO1_HUMAN,0.9680370806198584,0.0073810825587752,102355.03,97,0.6339869281045751,95,0.510752688172043,92,0.5227272727272727
Q92993,KAT5,Histone acetyltransferase KAT5,KAT5_HUMAN,0.8388878369258731,0.006765899864682,58582.05,91,0.5947712418300654,120,0.6451612903225806,102,0.5795454545454546
Q93008,USP9X,Ubiquitin carboxyl-terminal hydrolase 9X,USP9X_HUMAN,0.9411249101415996,0.0016233766233766,290462.69,126,0.8235294117647058,148,0.7956989247311828,132,0.75
Q93033,CD101,Immunoglobulin superfamily member 2,IGSF2_HUMAN,0.7305089305043436,0.0073810825587752,115108.5,87,0.5686274509803921,116,0.6236559139784946,96,0.5454545454545454
Q93050,ATP6V0A1,V-type proton ATPase 116 kDa subunit a 1,VPP1_HUMAN,0.8774085266901733,0.0073810825587752,96412.72,94,0.6143790849673203,135,0.7258064516129032,113,0.6420454545454546
Q93070,ART4,Ecto-ADP-ribosyltransferase 4,NAR4_HUMAN,0.4870326117283121,0.0073810825587752,35878.6,96,0.6274509803921569,130,0.6989247311827957,120,0.6818181818181818
Q93084,ATP2A3,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,AT2A3_HUMAN,2.098100075376091,0.0016233766233766,109256.18,131,0.8562091503267973,140,0.7526881720430108,142,0.8068181818181818
Q93098,WNT8B,Protein Wnt-8b,WNT8B_HUMAN,0.757869441412868,0.0072727272727272,38720.94,131,0.8562091503267973,165,0.8870967741935484,149,0.8465909090909091
Q969P0,IGSF8,Immunoglobulin superfamily member 8,IGSF8_HUMAN,0.5370261617441258,0.0016233766233766,65034.24,127,0.8300653594771242,163,0.8763440860215054,148,0.8409090909090909
Q969T9,WBP2,WW domain-binding protein 2,WBP2_HUMAN,1.077177292155666,0.0073810825587752,28086.94,107,0.6993464052287581,133,0.7150537634408602,110,0.625
Q96AG4,LRRC59,Leucine-rich repeat-containing protein 59,LRC59_HUMAN,1.559191684410127,0.006765899864682,34930.45,99,0.6470588235294118,131,0.7043010752688172,115,0.6534090909090909
Q96AP7,ESAM,Endothelial cell-selective adhesion molecule,ESAM_HUMAN,1.665124237612695,0.0072727272727272,41176.34,110,0.7189542483660131,134,0.7204301075268817,128,0.7272727272727273
Q96AQ6,PBXIP1,Pre-B-cell leukemia transcription factor-interacting protein 1,PBIP1_HUMAN,0.5928449839727657,0.0016233766233766,80643.26,152,0.9934640522875817,186,1.0,176,1.0
Q96BY6,DOCK10,Dedicator of cytokinesis protein 10,DOC10_HUMAN,0.7330861945089788,0.0073810825587752,249530.92,108,0.7058823529411765,129,0.6935483870967742,124,0.7045454545454546
Q96BZ4,PLD4,5'-3' exonuclease PLD4,PLD4_HUMAN,0.5131228889360193,0.0072727272727272,55626.46,103,0.673202614379085,150,0.8064516129032258,137,0.7784090909090909
Q96C19,EFHD2,EF-hand domain-containing protein D2,EFHD2_HUMAN,1.493330293473838,0.006765899864682,26697.28,120,0.7843137254901961,158,0.8494623655913979,139,0.7897727272727273
Q96C24,SYTL4,Synaptotagmin-like protein 4,SYTL4_HUMAN,1.330271386340481,0.0072727272727272,76023.53,93,0.6078431372549019,129,0.6935483870967742,123,0.6988636363636364
Q96CW1,AP2M1,AP-2 complex subunit mu,AP2M1_HUMAN,0.9331652898907244,0.0040983606557377,49654.67,138,0.9019607843137255,166,0.8924731182795699,145,0.8238636363636364
Q96CX2,KCTD12,BTB/POZ domain-containing protein KCTD12,KCD12_HUMAN,0.5833815686740844,0.0072727272727272,35700.78,119,0.7777777777777778,159,0.8548387096774194,131,0.7443181818181818
Q96D15,RCN3,Reticulocalbin-3,RCN3_HUMAN,0.6701093770673721,0.0016233766233766,37492.98,95,0.6209150326797386,128,0.6881720430107527,112,0.6363636363636364
Q96DA0,ZG16B,Pancreatic adenocarcinoma up-regulated factor,PAUF_HUMAN,1.534875208107888,0.0016233766233766,18878.63,150,0.9803921568627451,182,0.978494623655914,169,0.9602272727272727
Q96DR8,MUCL1,Mucin-like protein 1,MUCL1_HUMAN,1.010567295222877,0.0016233766233766,9039.23,141,0.9215686274509803,149,0.8010752688172043,143,0.8125
Q96DT5,DNAH11,Dynein axonemal heavy chain 11,DYH11_HUMAN,1.1363583656016,0.0073810825587752,520369.36,87,0.5686274509803921,100,0.5376344086021505,95,0.5397727272727273
Q96EE4,CCDC126,Coiled-coil domain-containing protein 126,CC126_HUMAN,0.4703802689634014,0.0030581039755351,15668.18,153,1.0,186,1.0,176,1.0
Q96FE7,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,P3IP1_HUMAN,0.5131352517101865,0.0073810825587752,28248,95,0.6209150326797386,109,0.5860215053763441,92,0.5227272727272727
Q96FJ2,DYNLL2,"Dynein light chain 2, cytoplasmic",DYL2_HUMAN,1.799450062439556,0.0072727272727272,10349.83,91,0.5947712418300654,112,0.6021505376344086,96,0.5454545454545454
Q96FN4,CPNE2,Copine-2,CPNE2_HUMAN,0.8973583958969198,0.0073810825587752,61189.84,93,0.6078431372549019,110,0.5913978494623656,99,0.5625
Q96FW1,OTUB1,Ubiquitin thioesterase OTUB1,OTUB1_HUMAN,1.404719307834003,0.0072727272727272,31284.06,89,0.5816993464052288,131,0.7043010752688172,110,0.625
Q96FZ7,CHMP6,Charged multivesicular body protein 6,CHMP6_HUMAN,0.7284608639386089,0.0058910162002945,23484.82,118,0.7712418300653595,152,0.8172043010752689,127,0.7215909090909091
Q96G03,PGM2,Phosphopentomutase,PGM2_HUMAN,1.261773965069191,0.0073810825587752,68283.39,101,0.6601307189542484,111,0.5967741935483871,105,0.5965909090909091
Q96GI7,FAM89A,Protein FAM89A,FA89A_HUMAN,0.8114951957567489,0.0072727272727272,19568.93,133,0.869281045751634,160,0.8602150537634409,152,0.8636363636363636
Q96GW7,BCAN,Brevican core protein,PGCB_HUMAN,0.5714282294948856,0.0030581039755351,99118.15,149,0.9738562091503268,178,0.956989247311828,159,0.9034090909090909
Q96H15,TIMD4,T-cell immunoglobulin and mucin domain-containing protein 4,TIMD4_HUMAN,0.6435081827073732,0.0072727272727272,41578.34,148,0.9673202614379085,179,0.9623655913978495,166,0.9431818181818182
Q96HC4,PDLIM5,PDZ and LIM domain protein 5,PDLI5_HUMAN,1.595363889303215,0.0073810825587752,63945.1,102,0.6666666666666666,110,0.5913978494623656,98,0.5568181818181818
Q96HF1,SFRP2,Secreted frizzled-related protein 2,SFRP2_HUMAN,0.7621416975161522,0.0072727272727272,33490.06,100,0.6535947712418301,158,0.8494623655913979,119,0.6761363636363636
Q96IU4,ABHD14B,Putative protein-lysine deacylase ABHD14B,ABHEB_HUMAN,1.281907481498513,0.0073810825587752,22345.67,91,0.5947712418300654,105,0.5645161290322581,94,0.5340909090909091
Q96IY4,CPB2,Carboxypeptidase B2,CBPB2_HUMAN,0.4759601622462367,0.0016233766233766,48424.25,153,1.0,186,1.0,176,1.0
Q96IZ5,RBM41,RNA-binding protein 41,RBM41_HUMAN,1.449160546275133,0.006765899864682,47099.79,113,0.738562091503268,149,0.8010752688172043,146,0.8295454545454546
Q96J42,TXNDC15,Thioredoxin domain-containing protein 15,TXD15_HUMAN,0.4506169539931871,0.0040983606557377,39885.2,153,1.0,186,1.0,176,1.0
Q96JI7,SPG11,Spatacsin,SPTCS_HUMAN,1.101845383054161,0.0030581039755351,278868.14,150,0.9803921568627451,184,0.989247311827957,168,0.9545454545454546
Q96JM4,LRRIQ1,Leucine-rich repeat- and IQ domain-containing protein 1,LRIQ1_HUMAN,1.357475988073331,0.0073810825587752,199300.36,136,0.8888888888888888,158,0.8494623655913979,137,0.7784090909090909
Q96JP9,CDHR1,Cadherin-related family member 1,CDHR1_HUMAN,0.6573430084745471,0.0072727272727272,93594.95,117,0.7647058823529411,160,0.8602150537634409,137,0.7784090909090909
Q96JQ0,DCHS1,Protocadherin-16,PCD16_HUMAN,0.7340855959846262,0.0072727272727272,346181,148,0.9673202614379085,180,0.967741935483871,162,0.9204545454545454
Q96K76,USP47,Ubiquitin carboxyl-terminal hydrolase 47,UBP47_HUMAN,0.8592962352335953,0.0040983606557377,157311.31,117,0.7647058823529411,133,0.7150537634408602,124,0.7045454545454546
Q96KN2,CNDP1,Beta-Ala-His dipeptidase,CNDP1_HUMAN,0.6325020472855286,0.0016233766233766,56692.05,153,1.0,186,1.0,176,1.0
Q96KP4,CNDP2,Cytosolic non-specific dipeptidase,CNDP2_HUMAN,1.728289806338558,0.0058910162002945,52878.47,145,0.9477124183006536,174,0.9354838709677419,155,0.8806818181818182
Q96L46,CAPNS2,Calpain small subunit 2,CPNS2_HUMAN,0.6743181470512566,0.0072727272727272,27660.23,153,1.0,184,0.989247311827957,176,1.0
Q96M27,PRRC1,Protein PRRC1,PRRC1_HUMAN,0.6488159410589642,0.0040983606557377,46701.23,122,0.7973856209150327,164,0.8817204301075269,145,0.8238636363636364
Q96MF2,STAC3,SH3 and cysteine-rich domain-containing protein 3,STAC3_HUMAN,0.890370707933906,0.0073810825587752,41506.99,153,1.0,186,1.0,175,0.9943181818181818
Q96MT3,PRICKLE1,Prickle-like protein 1,PRIC1_HUMAN,1.024196268848541,0.0073810825587752,94300.25,108,0.7058823529411765,170,0.9139784946236559,146,0.8295454545454546
Q96MY7,FAM161B,Protein FAM161B,F161B_HUMAN,0.6911573210933539,0.0073810825587752,73647.09,148,0.9673202614379085,179,0.9623655913978495,174,0.9886363636363636
Q96NZ9,PRAP1,Proline-rich acidic protein 1,PRAP1_HUMAN,0.8137085804186089,0.0072727272727272,17207.68,153,1.0,186,1.0,176,1.0
Q96P63,SERPINB12,Serpin B12,SPB12_HUMAN,0.9605890003050492,0.0016233766233766,46276.42,152,0.9934640522875817,174,0.9354838709677419,167,0.9488636363636364
Q96P67,GPR82,Probable G-protein coupled receptor 82,GPR82_HUMAN,2.164039397388066,0.0073810825587752,38409.47,117,0.7647058823529411,142,0.7634408602150538,136,0.7727272727272727
Q96P70,IPO9,Importin-9,IPO9_HUMAN,0.903340913437344,0.0016233766233766,115962.85,118,0.7712418300653595,131,0.7043010752688172,130,0.7386363636363636
Q96PC5,MIA2,Melanoma inhibitory activity protein 2,MIA2_HUMAN,0.5519312890371019,0.0072727272727272,159835.76,127,0.8300653594771242,153,0.8225806451612904,128,0.7272727272727273
Q96PD5,PGLYRP2,N-acetylmuramoyl-L-alanine amidase,PGRP2_HUMAN,0.597729771241648,0.0016233766233766,62217.01,153,1.0,186,1.0,176,1.0
Q96PL1,SCGB3A2,Secretoglobin family 3A member 2,SG3A2_HUMAN,0.9706046140949476,0.0065597667638483,10161.34,149,0.9738562091503268,183,0.9838709677419355,172,0.9772727272727273
Q96PL5,ERMAP,Erythroid membrane-associated protein,ERMAP_HUMAN,0.8004196695852086,0.0016233766233766,52604.75,121,0.7908496732026143,161,0.8655913978494624,137,0.7784090909090909
Q96PX8,SLITRK1,SLIT and NTRK-like protein 1,SLIK1_HUMAN,0.6328150121828,0.0040983606557377,77734.87,135,0.8823529411764706,165,0.8870967741935484,151,0.8579545454545454
Q96Q06,PLIN4,Perilipin-4,PLIN4_HUMAN,0.7176806534611156,0.0040983606557377,135892,150,0.9803921568627451,183,0.9838709677419355,174,0.9886363636363636
Q96QA5,GSDMA,Gasdermin-A,GSDMA_HUMAN,2.409472106006029,0.0040983606557377,49364.86,117,0.7647058823529411,139,0.7473118279569892,127,0.7215909090909091
Q96QK1,VPS35,Vacuolar protein sorting-associated protein 35,VPS35_HUMAN,1.116016356343422,0.0040983606557377,91707.03,90,0.5882352941176471,109,0.5860215053763441,97,0.5511363636363636
Q96QR1,SCGB3A1,Secretoglobin family 3A member 1,SG3A1_HUMAN,0.702519512061223,0.0055467511885895,10100.05,146,0.954248366013072,174,0.9354838709677419,167,0.9488636363636364
Q96RL7,VPS13A,Intermembrane lipid transfer protein VPS13A,VP13A_HUMAN,1.673430965008808,0.0055467511885895,360276.12,92,0.6013071895424836,123,0.6612903225806451,113,0.6420454545454546
Q96RT1,ERBIN,Erbin,ERBIN_HUMAN,1.289956489219372,0.0073810825587752,158298.11,117,0.7647058823529411,150,0.8064516129032258,123,0.6988636363636364
Q96S96,PEBP4,Phosphatidylethanolamine-binding protein 4,PEBP4_HUMAN,0.8288797502876193,0.0016233766233766,25733.38,153,1.0,186,1.0,176,1.0
Q96TC7,RMDN3,Regulator of microtubule dynamics protein 3,RMD3_HUMAN,0.6308499031235072,0.0040983606557377,52118.3,141,0.9215686274509803,174,0.9354838709677419,150,0.8522727272727273
Q99435,NELL2,Protein kinase C-binding protein NELL2,NELL2_HUMAN,0.8166861005213575,0.0016233766233766,91346.37,151,0.9869281045751634,186,1.0,170,0.9659090909090909
Q99436,PSMB7,Proteasome subunit beta type-7,PSB7_HUMAN,0.7727675583839445,0.0040983606557377,29965.42,94,0.6143790849673203,112,0.6021505376344086,105,0.5965909090909091
Q99439,CNN2,Calponin-2,CNN2_HUMAN,2.266389495867263,0.0040983606557377,33697.04,134,0.8758169934640523,162,0.8709677419354839,150,0.8522727272727273
Q99459,CDC5L,Cell division cycle 5-like protein,CDC5L_HUMAN,1.486574183177724,0.0058910162002945,92250.64,144,0.9411764705882353,176,0.946236559139785,165,0.9375
Q99460,PSMD1,26S proteasome non-ATPase regulatory subunit 1,PSMD1_HUMAN,0.7544887964861049,0.0072727272727272,105836.26,132,0.8627450980392157,160,0.8602150537634409,142,0.8068181818181818
Q99497,PARK7,Parkinson disease protein 7,PARK7_HUMAN,1.351534551407963,0.0040983606557377,19891.05,145,0.9477124183006536,172,0.9247311827956989,166,0.9431818181818182
Q99536,VAT1,NADPH-dependent quinone oxidoreductase VAT1,VAT1_HUMAN,0.6611585189318574,0.0072727272727272,41920.24,152,0.9934640522875817,184,0.989247311827957,173,0.9829545454545454
Q99542,MMP19,Matrix metalloproteinase-19,MMP19_HUMAN,0.5518542131314734,0.0016233766233766,57356.99,153,1.0,186,1.0,176,1.0
Q99650,OSMR,Oncostatin-M-specific receptor subunit beta,OSMR_HUMAN,0.5728203928710947,0.0073810825587752,110508.51,99,0.6470588235294118,128,0.6881720430107527,104,0.5909090909090909
Q99685,MGLL,Monoglyceride lipase,MGLL_HUMAN,1.945567572523186,0.0073810825587752,33261.41,90,0.5882352941176471,103,0.553763440860215,106,0.6022727272727273
Q99715,COL12A1,Collagen alpha-1(XII) chain,COCA1_HUMAN,0.5191604930245741,0.0016233766233766,333146.76,153,1.0,186,1.0,176,1.0
Q99733,NAP1L4,Nucleosome assembly protein 1-like 4,NP1L4_HUMAN,1.124093689115478,0.0016233766233766,42823.45,152,0.9934640522875817,185,0.9946236559139785,174,0.9886363636363636
Q99747,NAPG,Gamma-soluble NSF attachment protein,SNAG_HUMAN,1.10396902622664,0.006765899864682,34746.29,106,0.6928104575163399,123,0.6612903225806451,99,0.5625
Q99784,OLFM1,Noelin,NOE1_HUMAN,0.5326514191489,0.0016233766233766,55342.64,153,1.0,186,1.0,176,1.0
Q99816,TSG101,Tumor susceptibility gene 101 protein,TS101_HUMAN,0.9023580834723084,0.006765899864682,43944.32,93,0.6078431372549019,123,0.6612903225806451,99,0.5625
Q99829,CPNE1,Copine-1,CPNE1_HUMAN,1.328450923755615,0.0072727272727272,59058.79,81,0.5294117647058824,97,0.521505376344086,90,0.5113636363636364
Q99832,CCT7,T-complex protein 1 subunit eta,TCPH_HUMAN,1.188560117969497,0.0058910162002945,59366.62,145,0.9477124183006536,177,0.9516129032258065,162,0.9204545454545454
Q99895,CTRC,Chymotrypsin-C,CTRC_HUMAN,1.43910037932165,0.0073810825587752,29483.76,114,0.7450980392156863,144,0.7741935483870968,129,0.7329545454545454
Q99941,ATF6B,Cyclic AMP-dependent transcription factor ATF-6 beta,ATF6B_HUMAN,0.6227770028568766,0.0072727272727272,76709.18,78,0.5098039215686274,102,0.5483870967741935,90,0.5113636363636364
Q99969,RARRES2,Retinoic acid receptor responder protein 2,RARR2_HUMAN,0.6419245753138745,0.0016233766233766,18617.58,153,1.0,186,1.0,176,1.0
Q99972,MYOC,Myocilin,MYOC_HUMAN,0.6293931076495475,0.006765899864682,56972.1,143,0.934640522875817,175,0.9408602150537635,167,0.9488636363636364
Q99983,OMD,Osteomodulin,OMD_HUMAN,0.6116898851217266,0.0016233766233766,49492.09,153,1.0,186,1.0,176,1.0
Q99996,AKAP9,A-kinase anchor protein 9,AKAP9_HUMAN,1.281053332583088,0.006765899864682,452987.18,131,0.8562091503267973,156,0.8387096774193549,149,0.8465909090909091
Q99999,GAL3ST1,Galactosylceramide sulfotransferase,G3ST1_HUMAN,0.9118840061408524,0.0040983606557377,48764.14,82,0.5359477124183006,123,0.6612903225806451,113,0.6420454545454546
Q9BPX5,ARPC5L,Actin-related protein 2/3 complex subunit 5-like protein,ARP5L_HUMAN,0.993550566872732,0.0073810825587752,16941.19,102,0.6666666666666666,130,0.6989247311827957,114,0.6477272727272727
Q9BQE5,APOL2,Apolipoprotein L2,APOL2_HUMAN,0.628162626959693,0.0073810825587752,37078.33,146,0.954248366013072,173,0.9301075268817204,155,0.8806818181818182
Q9BQS7,HEPH,Hephaestin,HEPH_HUMAN,0.6847122489661303,0.0073810825587752,130448.58,120,0.7843137254901961,151,0.8118279569892473,126,0.7159090909090909
Q9BRK5,SDF4,45 kDa calcium-binding protein,CAB45_HUMAN,0.6455264559842703,0.0016233766233766,41806.79,153,1.0,186,1.0,176,1.0
Q9BS26,ERP44,Endoplasmic reticulum resident protein 44,ERP44_HUMAN,0.8128954956303617,0.0055467511885895,46971.19,152,0.9934640522875817,186,1.0,173,0.9829545454545454
Q9BS40,LXN,Latexin,LXN_HUMAN,0.8713467059734493,0.0073810825587752,25750.18,108,0.7058823529411765,126,0.6774193548387096,116,0.6590909090909091
Q9BSJ8,ESYT1,Extended synaptotagmin-1,ESYT1_HUMAN,1.912029698496828,0.0040983606557377,122856.44,106,0.6928104575163399,117,0.6290322580645161,112,0.6363636363636364
Q9BSL1,UBAC1,Ubiquitin-associated domain-containing protein 1,UBAC1_HUMAN,0.7784085619732236,0.0055467511885895,45338.43,123,0.803921568627451,152,0.8172043010752689,136,0.7727272727272727
Q9BT78,COPS4,COP9 signalosome complex subunit 4,CSN4_HUMAN,0.8627251142276093,0.0073810825587752,46268.81,95,0.6209150326797386,129,0.6935483870967742,109,0.6193181818181818
Q9BTT0,ANP32E,Acidic leucine-rich nuclear phosphoprotein 32 family member E,AN32E_HUMAN,0.9388883022261564,0.0040983606557377,30692.48,139,0.9084967320261438,161,0.8655913978494624,143,0.8125
Q9BTU6,PI4K2A,Phosphatidylinositol 4-kinase type 2-alpha,P4K2A_HUMAN,0.7621853842772339,0.0065597667638483,54022.36,100,0.6535947712418301,138,0.7419354838709677,105,0.5965909090909091
Q9BU40,CHRDL1,Chordin-like protein 1,CRDL1_HUMAN,0.7781630835779254,0.0040983606557377,52025.76,150,0.9803921568627451,177,0.9516129032258065,161,0.9147727272727273
Q9BUD6,SPON2,Spondin-2,SPON2_HUMAN,0.6654123558166305,0.006765899864682,35788.31,141,0.9215686274509803,179,0.9623655913978495,168,0.9545454545454546
Q9BUF5,TUBB6,Tubulin beta-6 chain,TBB6_HUMAN,0.8214787774084616,0.0016233766233766,49857.1,144,0.9411764705882353,170,0.9139784946236559,164,0.9318181818181818
Q9BUL8,PDCD10,Programmed cell death protein 10,PDC10_HUMAN,2.080541484804005,0.0040983606557377,24701.57,127,0.8300653594771242,160,0.8602150537634409,138,0.7840909090909091
Q9BUN1,MENT,Protein MENT,MENT_HUMAN,0.7735296025990581,0.006765899864682,36769.39,153,1.0,186,1.0,176,1.0
Q9BV94,EDEM2,ER degradation-enhancing alpha-mannosidase-like protein 2,EDEM2_HUMAN,0.5983843406537144,0.0016233766233766,64752.97,153,1.0,183,0.9838709677419355,170,0.9659090909090909
Q9BVC6,TMEM109,Voltage-gated monoatomic cation channel TMEM109,TM109_HUMAN,1.747556907108216,0.0040983606557377,26209.98,91,0.5947712418300654,113,0.6075268817204301,90,0.5113636363636364
Q9BWD1,ACAT2,"Acetyl-CoA acetyltransferase, cytosolic",THIC_HUMAN,0.8726478119377272,0.0073810825587752,41350.82,115,0.7516339869281046,140,0.7526881720430108,115,0.6534090909090909
Q9BWP8,COLEC11,Collectin-11,COL11_HUMAN,0.6887431370939125,0.0016233766233766,28665.37,153,1.0,186,1.0,176,1.0
Q9BWS9,CHID1,Chitinase domain-containing protein 1,CHID1_HUMAN,0.6744322495863383,0.0040983606557377,44940.62,136,0.8888888888888888,164,0.8817204301075269,144,0.8181818181818182
Q9BX67,JAM3,Junctional adhesion molecule C,JAM3_HUMAN,1.678777611934302,0.0073810825587752,35019.94,133,0.869281045751634,160,0.8602150537634409,144,0.8181818181818182
Q9BX97,PLVAP,Plasmalemma vesicle-associated protein,PLVAP_HUMAN,0.6316745934341533,0.0072727272727272,50594.29,145,0.9477124183006536,170,0.9139784946236559,154,0.875
Q9BXD5,NPL,N-acetylneuraminate lyase,NPL_HUMAN,0.8818263443263835,0.0072727272727272,35162.53,98,0.6405228758169934,129,0.6935483870967742,125,0.7102272727272727
Q9BXN1,ASPN,Asporin,ASPN_HUMAN,0.5467141573089057,0.0016233766233766,43417.17,153,1.0,186,1.0,176,1.0
Q9BXR6,CFHR5,Complement factor H-related protein 5,FHR5_HUMAN,0.7009389155499075,0.0040983606557377,64419.4,153,1.0,186,1.0,174,0.9886363636363636
Q9BXT2,CACNG6,Voltage-dependent calcium channel gamma-6 subunit,CCG6_HUMAN,0.6733638954914823,0.0072727272727272,28129.03,114,0.7450980392156863,144,0.7741935483870968,130,0.7386363636363636
